step,fish,sharks
4775,18647,8672
4776,18266,8712
4777,18243,8737
4778,18635,8780
4779,19197,8806
4780,19208,8829
4781,19305,8889
4782,19023,8909
4783,18847,8927
4784,18780,8936
4785,18323,8999
4786,18057,9001
4787,18227,9033
4788,18635,9136
4789,18927,9134
4790,18880,9046
4791,19068,9103
4792,18864,9072
4793,18704,9173
4794,18844,9063
4795,18500,9112
4796,18326,9074
4797,18454,9075
4798,19067,9037
4799,19466,9135
4800,19261,9151
4801,19424,9115
4802,19339,9098
4803,19177,9166
4804,19332,9089
4805,19104,9178
4806,19044,9174
4807,19416,9106
4808,20075,9160
4809,20353,9191
4810,20178,9114
4811,20359,9114
4812,20024,9184
4813,19848,9030
4814,19900,9095
4815,19603,9128
4816,19642,9171
4817,20161,9147
4818,20691,9132
4819,21010,9159
4820,20923,9206
4821,20923,9241
4822,20629,9204
4823,20205,9272
4824,20249,9216
4825,19852,9260
4826,19956,9243
4827,19863,9336
4828,20278,9400
4829,20501,9399
4830,20372,9402
4831,20325,9405
4832,20201,9484
4833,19809,9563
4834,19491,9583
4835,19178,9600
4836,19053,9558
4837,19131,9506
4838,19389,9646
4839,19581,9653
4840,19448,9704
4841,19444,9607
4842,19180,9688
4843,18924,9765
4844,18750,9753
4845,18267,9741
4846,18196,9706
4847,18195,9910
4848,18330,9689
4849,18623,9742
4850,18514,9754
4851,18449,9712
4852,18231,9730
4853,17890,9808
4854,17820,9789
4855,17391,9846
4856,17295,9798
4857,17230,9850
4858,17242,9768
4859,17643,9878
4860,17642,9858
4861,17760,9806
4862,17654,9797
4863,17349,9798
4864,17361,9749
4865,16854,9805
4866,16558,9784
4867,16321,9749
4868,16429,9615
4869,16775,9731
4870,16723,9715
4871,16946,9705
4872,16645,9798
4873,16395,9810
4874,16325,9760
4875,15820,9658
4876,15584,9676
4877,15401,9712
4878,15565,9631
4879,15688,9677
4880,15811,9736
4881,16066,9656
4882,15795,9583
4883,15526,9548
4884,15492,9598
4885,15197,9595
4886,14955,9489
4887,14699,9396
4888,14722,9426
4889,15033,9349
4890,15176,9320
4891,15505,9273
4892,15308,9262
4893,15238,9236
4894,15179,9167
4895,15121,9118
4896,14818,9029
4897,14556,8996
4898,14631,9031
4899,14969,9028
4900,15132,8979
4901,15543,8981
4902,15463,8913
4903,15328,8907
4904,15245,8881
4905,15206,8855
4906,15057,8867
4907,14893,8731
4908,14850,8746
4909,15154,8735
4910,15294,8624
4911,15802,8611
4912,15764,8641
4913,15554,8604
4914,15760,8541
4915,15707,8573
4916,15523,8458
4917,15402,8380
4918,15440,8454
4919,15564,8461
4920,15613,8329
4921,16015,8298
4922,15908,8391
4923,15885,8226
4924,15995,8220
4925,16110,8240
4926,15905,8224
4927,15833,8166
4928,15856,8171
4929,16118,8135
4930,16090,8090
4931,16551,8057
4932,16434,8132
4933,16571,8070
4934,16790,7984
4935,16848,8112
4936,16594,8016
4937,16417,7952
4938,16365,7992
4939,16680,7950
4940,16890,7932
4941,17363,7924
4942,17219,7922
4943,17256,7960
4944,17604,7905
4945,17581,7936
4946,17477,7980
4947,17156,7973
4948,17190,8057
4949,17465,8092
4950,17696,8049
4951,18113,8016
4952,18295,7978
4953,18222,7985
4954,18539,8117
4955,18525,8038
4956,18222,8104
4957,18016,8099
4958,18180,8023
4959,18749,8071
4960,19091,8049
4961,19557,8120
4962,19511,8076
4963,19454,8137
4964,19761,8133
4965,19822,8120
4966,19700,8116
4967,19540,8149
4968,19548,8189
4969,19993,8280
4970,20442,8253
4971,20886,8267
4972,20763,8302
4973,20786,8362
4974,20996,8410
4975,21035,8482
4976,20881,8518
4977,20704,8592
4978,20627,8633
4979,20927,8634
4980,21079,8715
4981,21491,8760
4982,21246,8846
4983,21066,8819
4984,21250,8855
4985,21134,8909
4986,20945,8950
4987,20707,9076
4988,20657,9081
4989,20767,9025
4990,20919,9182
4991,21254,9269
4992,20887,9262
4993,20791,9308
4994,20872,9460
4995,20829,9477
4996,20581,9492
4997,20288,9540
4998,20086,9625
4999,20123,9708
5000,20155,9660
5001,20443,9697
5002,20147,9672
5003,20101,9679
5004,20155,9761
5005,19864,9881
5006,19666,9884
5007,19703,9920
5008,19477,9921
5009,19346,9960
5010,19413,10032
5011,19410,10070
5012,19157,10092
5013,19120,10120
5014,19053,10102
5015,18819,10136
5016,18807,10150
5017,18762,10178
5018,18757,10170
5019,18752,10206
5020,18909,10166
5021,19133,10320
5022,18912,10220
5023,18757,10216
5024,19003,10156
5025,18603,10204
5026,18683,10227
5027,18765,10248
5028,18671,10194
5029,18986,10170
5030,18938,10129
5031,19170,10114
5032,18993,10095
5033,18856,10161
5034,19059,10182
5035,18786,10103
5036,18558,10094
5037,18704,9996
5038,18578,10072
5039,18578,10065
5040,18627,9982
5041,18989,9962
5042,18778,9974
5043,18707,9961
5044,18723,10034
5045,18464,9990
5046,18206,9954
5047,18088,9933
5048,17992,10007
5049,17810,10014
5050,17647,10009
5051,17883,9979
5052,17555,10027
5053,17405,10071
5054,17288,9984
5055,16964,9985
5056,16511,10039
5057,16281,10120
5058,15937,10112
5059,15811,10128
5060,15607,10107
5061,15801,10176
5062,15455,10067
5063,15336,10059
5064,15299,10122
5065,15004,10008
5066,14905,10083
5067,14644,10018
5068,14410,9935
5069,14479,9886
5070,14498,9777
5071,14640,9822
5072,14541,9681
5073,14395,9655
5074,14452,9566
5075,14310,9536
5076,14128,9487
5077,14073,9434
5078,13839,9365
5079,13714,9374
5080,13896,9350
5081,14164,9223
5082,14015,9181
5083,14119,9075
5084,14384,9048
5085,14244,8996
5086,14009,8986
5087,13864,9052
5088,13655,8887
5089,13651,8879
5090,13655,8809
5091,13846,8799
5092,13888,8689
5093,14001,8717
5094,14134,8651
5095,14127,8615
5096,13901,8605
5097,13823,8575
5098,13468,8588
5099,13580,8514
5100,13763,8490
5101,13909,8426
5102,13861,8373
5103,13895,8326
5104,14226,8280
5105,14310,8189
5106,14229,8246
5107,14107,8175
5108,13816,8097
5109,14241,8102
5110,14392,7994
5111,14746,7943
5112,14770,7854
5113,14877,7900
5114,15014,7803
5115,15491,7794
5116,15354,7740
5117,15324,7706
5118,15091,7619
5119,15469,7578
5120,15813,7565
5121,16155,7581
5122,16037,7543
5123,16090,7490
5124,16396,7519
5125,16690,7542
5126,16574,7440
5127,16589,7435
5128,16457,7466
5129,16852,7516
5130,17034,7391
5131,17568,7467
5132,17561,7382
5133,17704,7440
5134,17975,7378
5135,18294,7452
5136,18252,7363
5137,18323,7443
5138,18299,7361
5139,18650,7508
5140,18891,7376
5141,19455,7403
5142,19333,7392
5143,19425,7440
5144,19713,7476
5145,19940,7584
5146,19977,7592
5147,19980,7629
5148,19869,7622
5149,19902,7745
5150,20062,7668
5151,20735,7825
5152,20433,7701
5153,20471,7847
5154,20754,7803
5155,20965,7894
5156,21059,7874
5157,20958,7909
5158,20957,7940
5159,21086,8067
5160,21202,8056
5161,21694,8178
5162,21316,8077
5163,21393,8158
5164,21791,8223
5165,21929,8303
5166,21982,8315
5167,22037,8327
5168,21698,8477
5169,21785,8432
5170,21775,8472
5171,22145,8648
5172,21641,8570
5173,21726,8616
5174,22264,8676
5175,22386,8799
5176,22313,8871
5177,22152,8996
5178,21896,8988
5179,21853,9071
5180,22088,9113
5181,22457,9192
5182,22076,9260
5183,22048,9259
5184,22417,9305
5185,22578,9294
5186,22578,9351
5187,22457,9330
5188,22262,9422
5189,22023,9457
5190,22110,9490
5191,22608,9467
5192,21989,9576
5193,21996,9670
5194,22433,9742
5195,22394,9764
5196,22216,9880
5197,22025,9919
5198,21533,9941
5199,21574,9972
5200,21565,10104
5201,21893,10094
5202,21508,10024
5203,21429,10098
5204,21665,10169
5205,21586,10146
5206,21469,10285
5207,21333,10399
5208,20737,10337
5209,20753,10434
5210,20670,10381
5211,21060,10483
5212,20634,10496
5213,20621,10630
5214,20626,10564
5215,20608,10623
5216,20501,10633
5217,20238,10654
5218,19774,10671
5219,19746,10665
5220,19688,10685
5221,20050,10748
5222,19686,10738
5223,19782,10713
5224,19816,10782
5225,19601,10720
5226,19489,10685
5227,19249,10710
5228,18928,10697
5229,18779,10650
5230,18759,10674
5231,19164,10650
5232,19086,10639
5233,19278,10606
5234,19229,10678
5235,19103,10744
5236,18873,10636
5237,18928,10603
5238,18394,10647
5239,18232,10613
5240,18382,10596
5241,18738,10510
5242,18850,10434
5243,19010,10458
5244,18868,10373
5245,18918,10337
5246,18717,10373
5247,18617,10294
5248,18249,10299
5249,18068,10195
5250,18199,10239
5251,18590,10185
5252,18509,10149
5253,18733,10168
5254,18788,10127
5255,18931,10016
5256,18545,10126
5257,18325,10148
5258,17918,10070
5259,17733,10077
5260,17803,9978
5261,18072,10060
5262,18043,10073
5263,17967,9984
5264,17975,9941
5265,17995,10012
5266,17589,9999
5267,17372,9921
5268,16760,9934
5269,16657,9944
5270,16566,9948
5271,16594,9922
5272,16473,9884
5273,16331,9884
5274,16253,9850
5275,16476,9788
5276,16049,9836
5277,15547,9788
5278,15013,9744
5279,14964,9816
5280,14670,9741
5281,14676,9778
5282,14551,9751
5283,14351,9726
5284,14270,9778
5285,14315,9800
5286,14070,9794
5287,13538,9780
5288,13268,9710
5289,13193,9598
5290,13099,9516
5291,13153,9471
5292,13073,9397
5293,13029,9407
5294,13008,9334
5295,13323,9281
5296,13142,9146
5297,12765,9191
5298,12731,9063
5299,12808,9018
5300,12773,8980
5301,13057,8964
5302,13105,8830
5303,12971,8791
5304,13090,8636
5305,13600,8638
5306,13550,8563
5307,13336,8443
5308,13420,8294
5309,13660,8174
5310,13762,8173
5311,13951,8067
5312,14139,8031
5313,14269,7978
5314,14448,7918
5315,15052,7984
5316,15021,7812
5317,14850,7814
5318,14977,7792
5319,15444,7684
5320,15477,7697
5321,15480,7645
5322,15614,7567
5323,15826,7516
5324,16091,7445
5325,16607,7413
5326,16673,7435
5327,16500,7460
5328,16459,7360
5329,16796,7388
5330,16662,7364
5331,16945,7400
5332,16883,7410
5333,16910,7385
5334,17145,7418
5335,17664,7492
5336,17480,7508
5337,17330,7490
5338,17348,7431
5339,17816,7383
5340,17675,7477
5341,17871,7524
5342,17721,7467
5343,17740,7548
5344,17898,7490
5345,18318,7547
5346,18258,7559
5347,17960,7495
5348,17913,7640
5349,18214,7635
5350,18045,7589
5351,18206,7636
5352,18098,7585
5353,17986,7634
5354,18452,7629
5355,18932,7598
5356,18874,7645
5357,18780,7656
5358,18832,7634
5359,19181,7611
5360,19048,7713
5361,19379,7678
5362,19155,7824
5363,19158,7712
5364,19545,7764
5365,20046,7780
5366,19939,7798
5367,19927,7733
5368,19908,7730
5369,20273,7831
5370,20171,7857
5371,20531,7892
5372,20455,7844
5373,20555,7838
5374,20882,7807
5375,21272,7992
5376,21197,7956
5377,21090,8008
5378,21095,7966
5379,21441,8074
5380,21430,8110
5381,21529,8202
5382,21438,8197
5383,21418,8254
5384,21733,8273
5385,22067,8309
5386,21885,8415
5387,21887,8475
5388,21807,8467
5389,21923,8527
5390,21619,8588
5391,21977,8651
5392,21840,8699
5393,21768,8830
5394,21822,8818
5395,22184,8994
5396,22092,8890
5397,21954,8986
5398,21853,9003
5399,21976,9200
5400,21800,9144
5401,22203,9209
5402,22099,9258
5403,21998,9292
5404,22069,9320
5405,22536,9397
5406,22126,9455
5407,21936,9554
5408,21661,9628
5409,21622,9712
5410,21486,9702
5411,21616,9820
5412,21341,9878
5413,21208,9984
5414,21085,10089
5415,21456,10084
5416,21101,10161
5417,20736,10210
5418,20296,10160
5419,20191,10255
5420,19899,10281
5421,20113,10371
5422,19754,10412
5423,19457,10496
5424,19353,10553
5425,19437,10639
5426,19021,10630
5427,18746,10567
5428,18347,10482
5429,18280,10519
5430,18145,10535
5431,18431,10509
5432,18058,10542
5433,17874,10481
5434,17498,10519
5435,17611,10535
5436,17140,10557
5437,16862,10618
5438,16564,10527
5439,16464,10465
5440,16394,10564
5441,16792,10485
5442,16530,10562
5443,16228,10532
5444,15951,10439
5445,16010,10390
5446,15645,10277
5447,15219,10287
5448,15046,10300
5449,14807,10210
5450,14782,10180
5451,14977,10158
5452,14774,10139
5453,14553,10137
5454,14452,10007
5455,14558,10076
5456,14259,10005
5457,13982,9896
5458,13775,9896
5459,13633,9814
5460,13393,9827
5461,13749,9714
5462,13673,9692
5463,13434,9694
5464,13441,9565
5465,13723,9538
5466,13420,9501
5467,13189,9431
5468,13061,9361
5469,12864,9348
5470,12772,9284
5471,12782,9263
5472,12832,9228
5473,12628,9168
5474,12589,9008
5475,13000,9050
5476,12749,8958
5477,12628,8889
5478,12493,8750
5479,12365,8635
5480,12195,8748
5481,12384,8600
5482,12524,8549
5483,12348,8514
5484,12303,8501
5485,12954,8472
5486,12824,8353
5487,12643,8313
5488,12444,8287
5489,12533,8142
5490,12440,8097
5491,12689,8079
5492,12945,7986
5493,12897,7905
5494,13038,7766
5495,13843,7700
5496,13631,7712
5497,13622,7607
5498,13535,7588
5499,13900,7521
5500,13797,7582
5501,14006,7436
5502,14322,7463
5503,14379,7295
5504,14503,7218
5505,15476,7200
5506,15409,7259
5507,15167,7107
5508,15398,7084
5509,15546,7087
5510,15587,7050
5511,15809,7002
5512,16083,6999
5513,15919,7049
5514,16000,7036
5515,16927,7054
5516,16859,6995
5517,16783,6940
5518,16957,7068
5519,17275,7046
5520,17173,7048
5521,17207,6993
5522,17422,7060
5523,17396,7008
5524,17447,7019
5525,18267,7084
5526,18260,7089
5527,18073,7194
5528,18287,7161
5529,18469,7187
5530,18344,7182
5531,18309,7210
5532,18455,7157
5533,18384,7219
5534,18558,7167
5535,19373,7261
5536,19310,7314
5537,19119,7393
5538,19220,7473
5539,19310,7371
5540,19032,7502
5541,19053,7595
5542,19068,7645
5543,18911,7665
5544,19017,7680
5545,19792,7717
5546,19698,7762
5547,19350,7822
5548,19565,7891
5549,19549,7918
5550,19089,7979
5551,19013,8079
5552,19148,8044
5553,19005,8171
5554,18778,8169
5555,19615,8311
5556,19547,8394
5557,19294,8419
5558,19345,8483
5559,19391,8550
5560,19131,8575
5561,19023,8497
5562,19101,8615
5563,19081,8688
5564,18823,8662
5565,19731,8676
5566,19700,8743
5567,19474,8799
5568,19610,8750
5569,19754,8843
5570,19428,8942
5571,19360,8881
5572,19510,8919
5573,19530,8906
5574,19494,8930
5575,20472,8995
5576,20286,8985
5577,20142,9009
5578,20204,9041
5579,20181,9074
5580,20023,9091
5581,20203,8990
5582,20430,9080
5583,20446,9090
5584,20289,9012
5585,21052,9217
5586,21065,9207
5587,21017,9243
5588,20930,9222
5589,20999,9219
5590,20799,9248
5591,20780,9224
5592,21006,9358
5593,21007,9358
5594,20810,9396
5595,21510,9515
5596,21463,9604
5597,21188,9617
5598,21161,9617
5599,21042,9670
5600,20851,9693
5601,20875,9731
5602,20913,9747
5603,20623,9825
5604,20333,9902
5605,20954,9976
5606,20962,9846
5607,20932,9911
5608,20910,10022
5609,20664,10007
5610,20666,9973
5611,20460,9938
5612,20586,10041
5613,20271,10035
5614,19935,10086
5615,20403,10096
5616,20365,10193
5617,20280,10156
5618,20011,10300
5619,19820,10206
5620,19753,10255
5621,19687,10210
5622,19732,10265
5623,19378,10206
5624,18962,10176
5625,19355,10254
5626,19265,10314
5627,18877,10375
5628,18733,10318
5629,18499,10261
5630,18499,10243
5631,18344,10190
5632,18435,10299
5633,18141,10307
5634,17755,10370
5635,18070,10301
5636,17750,10325
5637,17572,10258
5638,17326,10250
5639,17228,10346
5640,17258,10263
5641,17266,10330
5642,17369,10252
5643,16925,10338
5644,16686,10215
5645,16715,10214
5646,16505,10233
5647,16328,10179
5648,16143,10181
5649,16083,10141
5650,16174,10063
5651,15968,10001
5652,16104,10010
5653,15737,9974
5654,15416,9940
5655,15608,9913
5656,15553,9812
5657,15327,9733
5658,15117,9619
5659,15136,9595
5660,15126,9617
5661,14986,9769
5662,14983,9636
5663,14700,9482
5664,14585,9607
5665,14746,9478
5666,14644,9458
5667,14488,9448
5668,14252,9439
5669,14268,9451
5670,14199,9295
5671,14103,9182
5672,14162,9218
5673,13934,9234
5674,13901,9119
5675,14063,9114
5676,14115,8972
5677,14142,8894
5678,13928,8860
5679,14295,8809
5680,14169,8834
5681,14043,8804
5682,14143,8770
5683,14248,8553
5684,14122,8609
5685,14539,8451
5686,14737,8488
5687,14742,8365
5688,14624,8255
5689,14869,8247
5690,15077,8195
5691,15095,8173
5692,15215,8154
5693,15277,8036
5694,15122,7971
5695,15655,7963
5696,15791,7966
5697,15862,7876
5698,15679,7904
5699,15791,7848
5700,15894,7896
5701,15770,7788
5702,15898,7762
5703,15929,7776
5704,15822,7714
5705,16262,7737
5706,16273,7818
5707,16376,7728
5708,16202,7683
5709,16318,7777
5710,16360,7758
5711,16404,7628
5712,16398,7721
5713,16508,7664
5714,16383,7611
5715,16960,7666
5716,17133,7636
5717,17106,7664
5718,17106,7582
5719,17260,7550
5720,17411,7624
5721,17324,7585
5722,17371,7563
5723,17500,7586
5724,17404,7586
5725,17883,7524
5726,18100,7568
5727,18200,7536
5728,18203,7498
5729,18470,7569
5730,18608,7617
5731,18504,7644
5732,18443,7642
5733,18661,7671
5734,18699,7557
5735,19247,7674
5736,19591,7596
5737,19477,7707
5738,19655,7657
5739,20005,7738
5740,20095,7736
5741,20041,7814
5742,20000,7815
5743,20071,7817
5744,20140,7798
5745,20697,7909
5746,20939,7842
5747,20821,7893
5748,21176,7922
5749,21358,7944
5750,21411,8074
5751,21303,7966
5752,21277,8102
5753,21221,8093
5754,21303,8151
5755,21676,8212
5756,21657,8195
5757,21525,8316
5758,21765,8349
5759,22022,8435
5760,21859,8463
5761,21840,8447
5762,21599,8718
5763,21592,8651
5764,21426,8605
5765,21791,8685
5766,21666,8837
5767,21445,8807
5768,21574,8813
5769,21671,9007
5770,21460,9016
5771,21389,8987
5772,21128,9137
5773,21109,9233
5774,21106,9248
5775,21749,9265
5776,21416,9382
5777,21188,9393
5778,21059,9397
5779,21222,9402
5780,21127,9459
5781,20896,9504
5782,20580,9625
5783,20625,9698
5784,20545,9726
5785,21105,9774
5786,21000,9829
5787,20677,9815
5788,20503,9950
5789,20513,9959
5790,20570,9978
5791,20522,9962
5792,20340,10008
5793,20392,10050
5794,20320,9913
5795,20754,9986
5796,20703,9978
5797,20516,9990
5798,20342,9981
5799,20470,10001
5800,20649,10008
5801,20704,10074
5802,20511,10086
5803,20502,10081
5804,20429,10050
5805,20810,10119
5806,20790,10126
5807,20629,10166
5808,20548,10245
5809,20749,10154
5810,20703,10117
5811,20701,10097
5812,20672,10167
5813,20682,10145
5814,20647,10110
5815,20851,10097
5816,20673,10116
5817,20613,10111
5818,20577,9973
5819,20802,10130
5820,20925,10068
5821,21093,10153
5822,20748,10053
5823,20691,10069
5824,20438,10052
5825,20611,10094
5826,20378,10145
5827,20399,10151
5828,20289,10123
5829,20651,10149
5830,20751,10117
5831,20783,10110
5832,20515,10079
5833,20321,10140
5834,20079,10075
5835,20100,10143
5836,19838,10193
5837,19728,10138
5838,19542,10156
5839,19841,10158
5840,19804,10204
5841,19877,10226
5842,19438,10248
5843,19128,10112
5844,18760,10189
5845,18919,10215
5846,18730,10230
5847,18492,10239
5848,18194,10275
5849,18266,10244
5850,18395,10226
5851,18177,10224
5852,17806,10205
5853,17455,10221
5854,17148,10154
5855,17194,10130
5856,17006,10194
5857,16709,10116
5858,16494,10150
5859,16495,10145
5860,16433,10061
5861,16292,9998
5862,15988,10043
5863,15701,10016
5864,15539,9954
5865,15686,9933
5866,15469,9920
5867,15272,9882
5868,15169,9889
5869,15155,9896
5870,14972,9898
5871,14905,9867
5872,14617,9833
5873,14489,9795
5874,14400,9791
5875,14673,9578
5876,14504,9708
5877,14413,9564
5878,14342,9608
5879,14283,9499
5880,14195,9564
5881,14229,9404
5882,13990,9353
5883,13842,9352
5884,13964,9292
5885,14315,9213
5886,14161,9145
5887,14214,9089
5888,14040,9113
5889,13880,8962
5890,13809,8973
5891,13837,8867
5892,13895,8877
5893,13844,8740
5894,14031,8791
5895,14535,8579
5896,14501,8592
5897,14530,8515
5898,14452,8449
5899,14550,8317
5900,14413,8386
5901,14496,8283
5902,14590,8231
5903,14553,8221
5904,14844,8211
5905,15322,8129
5906,15495,8158
5907,15490,8058
5908,15473,8021
5909,15586,7990
5910,15623,7938
5911,15823,7884
5912,15821,7864
5913,15707,7832
5914,15930,7754
5915,16339,7739
5916,16547,7658
5917,16556,7688
5918,16503,7666
5919,16798,7664
5920,16741,7645
5921,16996,7628
5922,17031,7673
5923,16951,7602
5924,17177,7609
5925,17561,7572
5926,17610,7588
5927,17499,7493
5928,17322,7590
5929,17644,7607
5930,17571,7626
5931,17876,7561
5932,17838,7620
5933,17709,7607
5934,17860,7591
5935,18165,7574
5936,18438,7598
5937,18085,7609
5938,17992,7528
5939,18201,7623
5940,18138,7653
5941,18456,7597
5942,18332,7642
5943,18363,7615
5944,18393,7710
5945,18665,7708
5946,18744,7727
5947,18405,7764
5948,18253,7827
5949,18458,7934
5950,18477,7925
5951,18736,7892
5952,18699,8011
5953,18631,7961
5954,18627,8014
5955,18832,7962
5956,18959,8147
5957,18661,8105
5958,18440,8096
5959,18866,8085
5960,18944,8115
5961,19245,8194
5962,19127,8115
5963,19054,8148
5964,19012,8171
5965,19100,8174
5966,19199,8172
5967,18932,8251
5968,18761,8327
5969,19080,8335
5970,19299,8337
5971,19843,8299
5972,19597,8389
5973,19411,8438
5974,19545,8378
5975,19642,8499
5976,19908,8507
5977,19509,8504
5978,19306,8564
5979,19584,8536
5980,19773,8573
5981,20355,8620
5982,20215,8651
5983,20009,8686
5984,20016,8859
5985,20154,8872
5986,20278,8872
5987,19980,8909
5988,19724,8968
5989,20233,8990
5990,20402,9007
5991,20814,9045
5992,20756,9039
5993,20731,8943
5994,20707,9032
5995,20867,8983
5996,21082,9070
5997,20750,9101
5998,20533,9092
5999,21026,9137
6000,21421,9124
6001,21823,9175
6002,21656,9176
6003,21565,9256
6004,21522,9325
6005,21669,9295
6006,21597,9374
6007,21393,9376
6008,21059,9378
6009,21544,9436
6010,21985,9442
6011,22326,9385
6012,22067,9471
6013,21969,9525
6014,21891,9522
6015,21729,9568
6016,21522,9796
6017,21113,9792
6018,20914,9757
6019,21100,9729
6020,21165,9849
6021,21522,9869
6022,21182,9933
6023,20719,10000
6024,20592,9996
6025,20519,10070
6026,20331,10110
6027,19984,10140
6028,19690,10146
6029,19896,10139
6030,19777,10201
6031,20012,10293
6032,19631,10304
6033,19160,10179
6034,19080,10271
6035,19102,10261
6036,19119,10339
6037,18878,10351
6038,18807,10338
6039,19081,10320
6040,19034,10347
6041,19128,10350
6042,18851,10378
6043,18375,10343
6044,18221,10415
6045,18128,10394
6046,18321,10342
6047,17945,10401
6048,17789,10313
6049,18181,10238
6050,18151,10247
6051,18356,10311
6052,17899,10316
6053,17429,10340
6054,17138,10377
6055,17271,10291
6056,17430,10334
6057,17136,10484
6058,16713,10477
6059,17105,10317
6060,16826,10383
6061,17036,10326
6062,16630,10355
6063,16270,10204
6064,16154,10232
6065,16223,10214
6066,16453,10217
6067,16189,10099
6068,15972,10148
6069,16136,10116
6070,15903,10033
6071,16059,10017
6072,15643,10049
6073,15204,10021
6074,14962,10040
6075,14925,9960
6076,15181,10021
6077,14889,9916
6078,14864,9891
6079,15012,9864
6080,14874,9763
6081,14880,9746
6082,14556,9724
6083,14099,9713
6084,13850,9610
6085,14059,9560
6086,14445,9533
6087,14426,9456
6088,14451,9507
6089,14745,9449
6090,14605,9326
6091,14733,9182
6092,14621,9208
6093,14219,9081
6094,14123,9065
6095,14243,8995
6096,14784,8982
6097,14812,8938
6098,14892,8811
6099,15207,8642
6100,15172,8728
6101,15469,8712
6102,15247,8696
6103,15159,8551
6104,15047,8508
6105,15386,8448
6106,15990,8563
6107,16017,8466
6108,15967,8357
6109,16292,8330
6110,16311,8330
6111,16664,8291
6112,16361,8305
6113,16101,8277
6114,16021,8221
6115,16249,8205
6116,16723,8173
6117,16848,8194
6118,16797,8214
6119,16964,8171
6120,16964,8225
6121,17295,8113
6122,16972,8206
6123,16799,8134
6124,16725,8156
6125,17056,8144
6126,17359,8185
6127,17542,8024
6128,17362,8025
6129,17653,8041
6130,17634,7984
6131,18126,7995
6132,17890,8051
6133,17715,8080
6134,17576,8074
6135,17762,8083
6136,17774,8166
6137,17832,8109
6138,17822,8179
6139,18008,8194
6140,17943,8179
6141,18563,8217
6142,18269,8184
6143,18024,8166
6144,17834,8260
6145,18067,8173
6146,18024,8221
6147,18004,8236
6148,17977,8157
6149,18461,8186
6150,18364,8216
6151,19136,8273
6152,18880,8224
6153,18632,8302
6154,18605,8326
6155,18834,8343
6156,18579,8349
6157,18726,8316
6158,18585,8412
6159,18906,8363
6160,18815,8416
6161,19675,8410
6162,19304,8537
6163,19397,8391
6164,19169,8464
6165,19201,8538
6166,19115,8599
6167,19049,8550
6168,18847,8585
6169,19163,8635
6170,19224,8587
6171,20028,8614
6172,19756,8700
6173,19766,8686
6174,19617,8724
6175,19487,8777
6176,19395,8710
6177,19291,8864
6178,18979,8821
6179,19499,8900
6180,19548,8910
6181,20351,8968
6182,20215,9076
6183,19987,9033
6184,19968,9058
6185,19764,9094
6186,19613,9091
6187,19488,9114
6188,19090,9071
6189,19637,9127
6190,19700,9102
6191,20553,9243
6192,20196,9269
6193,19875,9277
6194,19806,9320
6195,19675,9339
6196,19690,9232
6197,19452,9338
6198,18984,9247
6199,19736,9331
6200,19710,9307
6201,20319,9409
6202,20217,9448
6203,19952,9408
6204,19917,9460
6205,19957,9451
6206,19873,9499
6207,19611,9452
6208,19129,9520
6209,19601,9569
6210,19591,9513
6211,20200,9622
6212,19885,9735
6213,19563,9718
6214,19475,9767
6215,19483,9758
6216,19451,9743
6217,19066,9768
6218,18403,9785
6219,18762,9960
6220,18708,9935
6221,18974,10025
6222,18645,9993
6223,18270,10094
6224,18197,10154
6225,18226,10036
6226,18064,10166
6227,17478,10165
6228,16980,10114
6229,17595,10182
6230,17543,10101
6231,17844,10126
6232,17702,10112
6233,17395,10107
6234,17383,10131
6235,17456,10035
6236,17446,10018
6237,16973,10095
6238,16506,10005
6239,16933,10075
6240,17134,10054
6241,17464,10037
6242,17162,9980
6243,17043,9984
6244,16982,9980
6245,16943,10021
6246,16852,9915
6247,16401,9973
6248,16014,9969
6249,16508,9906
6250,16440,9826
6251,16789,9854
6252,16605,9897
6253,16469,9819
6254,16463,9802
6255,16537,9824
6256,16505,9678
6257,16151,9622
6258,16007,9544
6259,16314,9626
6260,16330,9609
6261,16688,9506
6262,16423,9564
6263,16322,9473
6264,16355,9456
6265,16488,9347
6266,16667,9469
6267,16412,9420
6268,16247,9353
6269,16508,9301
6270,16613,9196
6271,16936,9146
6272,16776,9188
6273,16675,9153
6274,16778,9138
6275,17009,9097
6276,17265,9071
6277,17138,8994
6278,16972,9025
6279,17272,8920
6280,17248,9013
6281,17562,8897
6282,17350,8932
6283,17308,8920
6284,17360,8852
6285,17440,8883
6286,17573,8878
6287,17501,8858
6288,17244,8846
6289,17225,8885
6290,17076,8831
6291,17235,8845
6292,16976,8833
6293,16814,8898
6294,16768,8926
6295,16643,8866
6296,16906,8913
6297,16726,8925
6298,16563,8923
6299,16508,8865
6300,16503,8895
6301,16565,8810
6302,16338,8883
6303,16070,8825
6304,16124,8827
6305,16120,8899
6306,16331,8754
6307,16245,8688
6308,16159,8771
6309,16251,8811
6310,16131,8771
6311,16422,8719
6312,16157,8790
6313,16019,8614
6314,16076,8617
6315,16079,8675
6316,16276,8697
6317,16297,8746
6318,16314,8539
6319,16380,8581
6320,16456,8548
6321,16861,8554
6322,16661,8511
6323,16514,8476
6324,16632,8521
6325,16619,8405
6326,16967,8451
6327,17058,8386
6328,17011,8363
