step,fish,sharks
1667,18484,7603
1668,18310,7519
1669,17882,7639
1670,17142,7513
1671,17503,7487
1672,18147,7626
1673,19073,7509
1674,19513,7596
1675,19562,7693
1676,19455,7664
1677,19550,7628
1678,19313,7731
1679,18794,7761
1680,17992,7774
1681,18250,7800
1682,18779,7840
1683,19720,7754
1684,20141,7770
1685,20235,7918
1686,20011,7994
1687,20207,8009
1688,19853,8039
1689,19299,8055
1690,18464,8114
1691,18624,8054
1692,19080,8172
1693,20053,8237
1694,20491,8247
1695,20547,8286
1696,20448,8230
1697,20467,8298
1698,20156,8374
1699,19521,8373
1700,18847,8375
1701,19213,8363
1702,19543,8437
1703,20487,8573
1704,20766,8602
1705,21090,8585
1706,20913,8596
1707,20813,8688
1708,20157,8737
1709,19601,8786
1710,18810,8755
1711,18864,8907
1712,19204,8874
1713,20215,8956
1714,20244,9053
1715,20535,9006
1716,20265,9083
1717,20020,9089
1718,19444,9193
1719,18794,9235
1720,18029,9278
1721,18218,9226
1722,18632,9294
1723,19572,9274
1724,19838,9306
1725,20165,9395
1726,19882,9396
1727,19679,9425
1728,19006,9439
1729,18303,9395
1730,17663,9421
1731,17801,9406
1732,18434,9334
1733,19210,9434
1734,19470,9492
1735,19878,9473
1736,19511,9458
1737,19375,9425
1738,18827,9496
1739,18184,9519
1740,17527,9493
1741,17754,9495
1742,18348,9478
1743,19271,9432
1744,19421,9491
1745,19727,9558
1746,19645,9428
1747,19454,9492
1748,18871,9504
1749,18293,9523
1750,17631,9451
1751,17740,9390
1752,18325,9386
1753,19082,9475
1754,19504,9468
1755,19814,9564
1756,19751,9557
1757,19653,9535
1758,19271,9532
1759,18501,9614
1760,17876,9538
1761,17867,9503
1762,18446,9409
1763,19234,9534
1764,19687,9529
1765,20006,9540
1766,19981,9550
1767,19843,9538
1768,19288,9514
1769,18747,9521
1770,17938,9449
1771,17985,9552
1772,18354,9520
1773,19151,9490
1774,19475,9455
1775,19837,9541
1776,19651,9607
1777,19752,9565
1778,19072,9480
1779,18425,9576
1780,17548,9497
1781,17581,9535
1782,17888,9541
1783,18585,9591
1784,18957,9582
1785,19281,9528
1786,19245,9522
1787,19062,9668
1788,18485,9625
1789,17800,9478
1790,17056,9452
1791,17103,9436
1792,17089,9404
1793,17879,9419
1794,18214,9476
1795,18584,9530
1796,18505,9390
1797,18368,9467
1798,17918,9411
1799,17339,9459
1800,16461,9370
1801,16605,9361
1802,16562,9453
1803,17323,9427
1804,17758,9411
1805,17852,9453
1806,17707,9483
1807,17426,9513
1808,17009,9458
1809,16497,9466
1810,15765,9514
1811,15800,9481
1812,15939,9332
1813,16450,9289
1814,16845,9363
1815,16980,9375
1816,16741,9279
1817,16576,9350
1818,16207,9394
1819,15672,9340
1820,14964,9260
1821,14989,9218
1822,15180,9199
1823,15702,9161
1824,15988,9198
1825,15911,9174
1826,15778,9164
1827,15555,9173
1828,15244,9191
1829,14913,9153
1830,14220,9090
1831,14271,8997
1832,14525,8991
1833,15151,8986
1834,15385,9033
1835,15480,9059
1836,15303,8926
1837,15326,8989
1838,15132,8865
1839,14716,8875
1840,14117,8861
1841,14361,8819
1842,14568,8776
1843,15173,8773
1844,15679,8704
1845,15813,8690
1846,15801,8641
1847,15889,8665
1848,15656,8766
1849,15488,8624
1850,14845,8586
1851,14914,8663
1852,15307,8599
1853,15985,8551
1854,16550,8428
1855,16788,8502
1856,16784,8461
1857,16902,8379
1858,16764,8403
1859,16546,8353
1860,15869,8342
1861,16079,8306
1862,16390,8281
1863,17162,8324
1864,17721,8188
1865,17931,8198
1866,18000,8268
1867,18339,8109
1868,18111,8166
1869,17849,8115
1870,17181,8136
1871,17250,8080
1872,17643,8027
1873,18454,8064
1874,18897,8151
1875,19266,8069
1876,19344,8092
1877,19509,8118
1878,19291,8156
1879,18942,8187
1880,18199,8144
1881,18440,8112
1882,18754,8034
1883,19681,8048
1884,20045,8093
1885,20346,8092
1886,20326,8088
1887,20473,8177
1888,20166,8231
1889,19636,8256
1890,18924,8235
1891,19189,8299
1892,19629,8323
1893,20158,8387
1894,20496,8369
1895,20750,8335
1896,20736,8432
1897,20762,8415
1898,20420,8438
1899,20021,8499
1900,19232,8475
1901,19644,8465
1902,19946,8452
1903,20404,8492
1904,20843,8536
1905,21009,8601
1906,21062,8650
1907,20926,8703
1908,20428,8709
1909,19955,8806
1910,19166,8828
1911,19556,8756
1912,19829,8795
1913,20350,8861
1914,20493,8889
1915,20894,8885
1916,20680,8975
1917,20750,9003
1918,20390,8999
1919,19908,9016
1920,19037,9046
1921,19451,9117
1922,19769,9099
1923,20163,9011
1924,20302,9155
1925,20599,9259
1926,20447,9177
1927,20465,9248
1928,20045,9307
1929,19650,9232
1930,18957,9227
1931,19176,9289
1932,19419,9346
1933,19626,9345
1934,19715,9424
1935,19998,9422
1936,20092,9419
1937,19927,9435
1938,19487,9524
1939,18981,9669
1940,18223,9681
1941,18381,9626
1942,18609,9575
1943,18666,9701
1944,18785,9657
1945,19118,9718
1946,19232,9707
1947,19358,9712
1948,18926,9722
1949,18476,9778
1950,17835,9679
1951,17998,9701
1952,18036,9718
1953,18192,9799
1954,18324,9790
1955,18853,9735
1956,18879,9819
1957,18954,9781
1958,18366,9834
1959,17860,9761
1960,17369,9689
1961,17607,9693
1962,17624,9771
1963,17759,9747
1964,17911,9710
1965,18517,9612
1966,18783,9729
1967,18812,9760
1968,18383,9749
1969,17905,9638
1970,17434,9607
1971,17629,9615
1972,17492,9605
1973,18003,9587
1974,18100,9633
1975,18788,9626
1976,19029,9609
1977,19173,9558
1978,18638,9609
1979,18245,9571
1980,17817,9580
1981,17697,9526
1982,17784,9526
1983,18088,9464
1984,18362,9596
1985,18836,9483
1986,19159,9460
1987,19200,9427
1988,18761,9448
1989,18034,9409
1990,17604,9359
1991,17566,9416
1992,17517,9470
1993,18014,9465
1994,18219,9428
1995,18774,9404
1996,18965,9452
1997,18829,9406
1998,18235,9423
1999,17807,9393
2000,17066,9451
2001,16937,9421
2002,16669,9369
2003,17026,9479
2004,17127,9525
2005,17301,9519
2006,17525,9558
2007,17337,9621
2008,16564,9586
2009,15824,9615
2010,15083,9663
2011,14832,9648
2012,14679,9597
2013,14960,9637
2014,15068,9599
2015,15280,9576
2016,15546,9592
2017,15494,9640
2018,15122,9522
2019,14575,9485
2020,14069,9461
2021,13998,9511
2022,14027,9393
2023,14503,9233
2024,14970,9173
2025,15229,9172
2026,15364,9111
2027,15565,9158
2028,15361,9023
2029,14871,9032
2030,14335,8939
2031,14286,8968
2032,14434,8904
2033,14929,8922
2034,15308,8854
2035,15479,8833
2036,15523,8797
2037,15748,8804
2038,15362,8720
2039,15011,8676
2040,14589,8663
2041,14654,8671
2042,14895,8601
2043,15344,8577
2044,15751,8482
2045,15925,8438
2046,15976,8413
2047,16108,8495
2048,15960,8463
2049,15439,8434
2050,15102,8392
2051,15212,8409
2052,15398,8389
2053,15960,8378
2054,16495,8386
2055,16696,8258
2056,16739,8213
2057,16861,8243
2058,16601,8276
2059,16205,8212
2060,15816,8214
2061,16018,8142
2062,16051,8157
2063,16750,8197
2064,17118,8118
2065,17323,8059
2066,17511,8188
2067,17555,8128
2068,17439,8084
2069,16997,8057
2070,16427,8127
2071,16900,8130
2072,17094,8064
2073,17699,8089
2074,17974,7977
2075,18092,8097
2076,18116,8068
2077,18241,8143
2078,18024,8069
2079,17575,8027
2080,17153,8131
2081,17432,8128
2082,17693,8131
2083,18125,8057
2084,18354,8126
2085,18376,8085
2086,18450,8101
2087,18703,8090
2088,18347,8163
2089,17902,8141
2090,17463,8159
2091,17896,8175
2092,17970,8252
2093,18324,8186
2094,18648,8192
2095,18828,8206
2096,18790,8262
2097,19039,8222
2098,18605,8252
2099,18147,8259
2100,17612,8295
2101,18093,8309
2102,18107,8315
2103,18484,8326
2104,18667,8379
2105,18643,8403
2106,18736,8442
2107,18947,8480
2108,18568,8525
2109,18017,8575
2110,17525,8560
2111,17607,8571
2112,17710,8584
2113,18046,8669
2114,18243,8661
2115,18451,8650
2116,18635,8602
2117,18667,8659
2118,18259,8706
2119,17719,8761
2120,17232,8724
2121,17376,8773
2122,17599,8879
2123,17803,8866
2124,18245,8827
2125,18472,8757
2126,18832,8855
2127,18988,8800
2128,18633,8912
2129,18187,8831
2130,17643,8790
2131,17804,8783
2132,18084,8759
2133,18479,8822
2134,18761,8789
2135,19112,8834
2136,19643,8853
2137,19816,8853
2138,19515,8867
2139,18935,8853
2140,18410,8826
2141,18526,8904
2142,18837,8847
2143,19129,8855
2144,19541,8892
2145,19792,8868
2146,20370,8901
2147,20610,8933
2148,20374,8897
2149,19790,8865
2150,19407,8844
2151,19572,8865
2152,19899,8900
2153,20199,8850
2154,20580,8896
2155,20879,8854
2156,21629,8825
2157,21787,8963
2158,21531,9013
2159,20999,9001
2160,20498,8974
2161,20901,9033
2162,21127,9003
2163,21384,9047
2164,21591,9019
2165,22136,8997
2166,22791,9060
2167,23011,9078
2168,22632,9156
2169,22158,9221
2170,21530,9180
2171,21575,9197
2172,21853,9248
2173,21979,9214
2174,21995,9347
2175,22328,9301
2176,22864,9438
2177,23148,9378
2178,22485,9589
2179,21868,9666
2180,21249,9657
2181,21073,9748
2182,21182,9773
2183,21068,9862
2184,21104,9844
2185,21277,9928
2186,21408,9968
2187,21506,10070
2188,20818,10162
2189,20249,10194
2190,19533,10260
2191,19464,10280
2192,19494,10297
2193,19673,10324
2194,19576,10517
2195,19715,10399
2196,19770,10428
2197,19681,10518
2198,19274,10520
2199,18583,10522
2200,18013,10601
2201,17884,10560
2202,17939,10632
2203,18175,10664
2204,18149,10668
2205,18159,10660
2206,18344,10737
2207,18228,10654
2208,17665,10764
2209,17113,10686
2210,16424,10693
2211,16293,10583
2212,16421,10583
2213,16768,10497
2214,16704,10603
2215,16581,10604
2216,16753,10578
2217,16517,10505
2218,16262,10455
2219,15686,10473
2220,15146,10488
2221,14874,10503
2222,15018,10485
2223,15265,10417
2224,15382,10268
2225,15345,10347
2226,15407,10331
2227,15467,10216
2228,15095,10186
2229,14579,10207
2230,14067,10096
2231,13861,10135
2232,13973,10039
2233,14284,10006
2234,14342,9971
2235,14207,9893
2236,14292,9822
2237,14298,9858
2238,14069,9792
2239,13680,9749
2240,13127,9701
2241,13047,9622
2242,13118,9553
2243,13464,9552
2244,13632,9425
2245,13623,9429
2246,13736,9282
2247,13975,9261
2248,13664,9201
2249,13377,9149
2250,13153,9018
2251,13174,8901
2252,13494,8861
2253,13823,8827
2254,14122,8703
2255,14190,8618
2256,14342,8567
2257,14825,8536
2258,14729,8468
2259,14504,8383
2260,14132,8352
2261,14311,8314
2262,14795,8162
2263,15222,8104
2264,15552,8050
2265,15833,8028
2266,15984,7984
2267,16362,7896
2268,16166,7957
2269,15914,7829
2270,15438,7758
2271,15686,7706
2272,16200,7643
2273,16882,7638
2274,17329,7630
2275,17441,7685
2276,17807,7677
2277,18192,7631
2278,17939,7520
2279,17584,7555
2280,17134,7648
2281,17219,7551
2282,17691,7545
2283,18434,7517
2284,18803,7541
2285,19115,7511
2286,19201,7569
2287,19685,7454
2288,19213,7547
2289,18853,7614
2290,18336,7581
2291,18400,7551
2292,18771,7686
2293,19476,7651
2294,19635,7734
2295,20130,7659
2296,20322,7761
2297,20716,7919
2298,20368,7861
2299,19696,7970
2300,19019,7972
2301,19031,7891
2302,19268,8003
2303,19664,8001
2304,19791,8101
2305,20114,8111
2306,20387,8191
2307,20610,8250
2308,20434,8224
2309,19865,8331
2310,19215,8309
2311,19130,8414
2312,19221,8405
2313,19704,8398
2314,19816,8427
2315,20168,8456
2316,20356,8516
2317,20801,8564
2318,20424,8666
2319,19794,8632
2320,19160,8693
2321,19198,8726
2322,19196,8688
2323,19424,8833
2324,19567,8807
2325,19695,8805
2326,19904,8871
2327,20133,8916
2328,19829,9001
2329,19336,8982
2330,18610,9070
2331,18749,9090
2332,18845,9101
2333,19022,8986
2334,18915,9018
2335,19245,9052
2336,19538,9158
2337,19852,9059
2338,19531,9178
2339,19089,9201
2340,18551,9203
2341,18810,9308
2342,18849,9301
2343,19068,9266
2344,18986,9429
2345,19371,9343
2346,19517,9374
2347,19847,9340
2348,19437,9431
2349,18938,9449
2350,18352,9479
2351,18502,9558
2352,18494,9578
2353,18719,9428
2354,18663,9512
2355,19097,9547
2356,19489,9537
2357,19701,9558
2358,19405,9625
2359,18851,9611
2360,18266,9518
2361,18371,9549
2362,18581,9609
2363,18848,9581
2364,18816,9558
2365,19195,9553
2366,19591,9569
2367,19647,9543
2368,19284,9622
2369,18827,9665
2370,18325,9515
2371,18185,9584
2372,18464,9581
2373,18679,9630
2374,18642,9588
2375,18801,9634
2376,18920,9625
2377,19056,9660
2378,18579,9702
2379,18097,9727
2380,17501,9737
2381,17406,9700
2382,17458,9695
2383,17679,9716
2384,17582,9730
2385,17694,9673
2386,17808,9766
2387,17886,9710
2388,17429,9750
2389,17029,9730
2390,16567,9719
2391,16399,9672
2392,16388,9834
2393,16779,9735
2394,16719,9786
2395,16845,9768
2396,17097,9636
2397,17323,9679
2398,16886,9617
2399,16564,9539
2400,16121,9423
2401,16135,9471
2402,16345,9515
2403,16519,9467
2404,16437,9410
2405,16678,9378
2406,16865,9352
2407,17147,9288
2408,16783,9232
2409,16347,9184
2410,16077,9133
2411,16065,9076
2412,16258,9112
2413,16477,9089
2414,16410,9079
2415,16564,8984
2416,16979,8980
2417,17187,8907
2418,16894,8993
2419,16519,8926
2420,16074,8928
2421,16197,8854
2422,16349,8881
2423,16501,8876
2424,16368,8851
2425,16517,8805
2426,16746,8809
2427,16983,8739
2428,16607,8731
2429,16206,8797
2430,15896,8692
2431,16087,8714
2432,16186,8722
2433,16419,8714
2434,16255,8703
2435,16426,8641
2436,16589,8684
2437,16793,8597
2438,16441,8622
2439,16069,8556
2440,15821,8623
2441,15873,8550
2442,16096,8507
2443,16460,8580
2444,16489,8518
2445,16500,8479
2446,16642,8554
2447,16912,8516
2448,16475,8515
2449,16112,8483
2450,15933,8335
2451,16036,8380
2452,16170,8385
2453,16740,8438
2454,16988,8334
2455,16946,8343
2456,17177,8366
2457,17627,8388
2458,17450,8387
2459,17000,8317
2460,16714,8357
2461,16842,8297
2462,17168,8229
2463,17797,8222
2464,18187,8238
2465,18215,8288
2466,18311,8318
2467,18812,8222
2468,18641,8306
2469,18147,8228
2470,17837,8280
2471,17970,8299
2472,18270,8266
2473,18994,8167
2474,19362,8167
2475,19346,8158
2476,19732,8139
2477,20197,8195
2478,20141,8167
2479,19845,8202
2480,19685,8219
2481,19454,8173
2482,19680,8229
2483,20591,8151
2484,20781,8283
2485,20822,8267
2486,21100,8315
2487,21532,8300
2488,21412,8368
2489,20920,8368
2490,20317,8449
2491,20338,8444
2492,20342,8482
2493,21021,8541
2494,21041,8576
2495,21016,8577
2496,21128,8599
2497,21446,8694
2498,21286,8760
2499,20675,8727
2500,20066,8820
2501,19842,8744
2502,19669,8778
2503,20314,8941
2504,20373,8900
2505,20049,8985
2506,20322,9068
2507,20506,9124
2508,20285,9147
2509,19727,9213
2510,19078,9247
2511,18814,9241
2512,18694,9316
2513,19063,9355
2514,19154,9322
2515,19041,9386
2516,19512,9338
2517,19744,9454
2518,19619,9347
2519,19135,9459
2520,18561,9428
2521,18440,9377
2522,18426,9442
2523,19070,9387
2524,19215,9386
2525,19394,9449
2526,19888,9335
2527,20137,9493
2528,20078,9426
2529,19714,9413
2530,19153,9332
2531,19110,9410
2532,19049,9399
2533,19449,9362
2534,19784,9408
2535,19938,9375
2536,20348,9359
2537,20669,9498
2538,20358,9522
2539,19960,9482
2540,19249,9543
2541,18956,9484
2542,18945,9624
2543,19057,9670
2544,19151,9656
2545,19204,9746
2546,19551,9769
2547,19602,9813
2548,19309,9849
2549,18879,9822
2550,18150,9844
2551,17749,9880
2552,17689,9827
2553,17699,9961
2554,17672,9980
2555,17883,9877
2556,18109,9991
2557,18187,9951
2558,17994,9985
2559,17366,10027
2560,16872,9989
2561,16622,9966
2562,16584,9940
2563,16716,9877
2564,16675,9911
2565,16800,9881
2566,17068,9861
2567,17148,9883
2568,17060,9811
2569,16536,9798
2570,16170,9806
2571,15864,9738
2572,15895,9707
2573,16117,9740
2574,16137,9634
2575,16345,9583
2576,16629,9588
2577,16685,9517
2578,16690,9441
2579,16417,9368
2580,16048,9371
2581,15954,9325
2582,15983,9345
2583,16234,9335
2584,16233,9289
2585,16482,9244
2586,16617,9198
2587,16649,9204
2588,16749,9233
2589,16400,9093
2590,16210,9110
2591,16257,9148
2592,16232,9028
2593,16450,9009
2594,16423,8983
2595,16454,8958
2596,16564,8922
2597,16599,8890
2598,16581,8981
2599,16387,8833
2600,16199,8896
2601,16434,8876
2602,16307,8853
2603,16660,8967
2604,16613,8956
2605,16542,8912
2606,16595,8954
2607,16592,8807
2608,16516,8861
2609,16245,8861
2610,16134,8842
2611,16451,8726
2612,16300,8707
2613,16772,8724
2614,16492,8585
2615,16530,8632
2616,16678,8615
2617,16788,8592
2618,16834,8605
2619,16496,8547
2620,16497,8532
2621,16722,8465
2622,16733,8476
2623,17024,8454
2624,17094,8356
2625,16912,8390
2626,17059,8375
2627,17148,8453
2628,17045,8386
2629,16888,8347
2630,16836,8428
2631,17119,8406
2632,17052,8371
2633,17634,8318
2634,17394,8364
2635,17229,8362
2636,17357,8398
2637,17551,8361
2638,17445,8422
2639,17307,8365
2640,16900,8493
2641,17055,8359
2642,17163,8440
2643,17623,8414
2644,17433,8455
2645,17298,8383
2646,17409,8438
2647,17556,8543
2648,17562,8535
2649,17366,8432
2650,16946,8530
2651,17131,8443
2652,16964,8460
2653,17492,8501
2654,17422,8501
2655,17251,8506
2656,17130,8559
2657,17591,8500
2658,17560,8564
2659,17501,8526
2660,17165,8611
2661,17186,8601
2662,17032,8570
2663,17469,8562
2664,17587,8620
2665,17254,8645
2666,17512,8576
2667,17786,8595
2668,17792,8499
2669,17846,8584
2670,17566,8538
2671,17712,8492
2672,17407,8565
2673,18152,8530
2674,18093,8534
2675,18030,8494
2676,18319,8524
2677,18687,8475
2678,18783,8509
2679,18688,8544
2680,18315,8518
2681,18340,8474
2682,18052,8480
2683,18603,8497
2684,18681,8510
2685,18546,8442
2686,19095,8492
2687,19372,8513
2688,19579,8581
2689,19567,8484
2690,19304,8488
2691,19136,8582
2692,18943,8555
2693,19266,8568
2694,19130,8603
2695,19116,8646
2696,19830,8705
2697,20245,8702
2698,20388,8632
2699,20138,8759
2700,19599,8801
2701,19508,8769
2702,19111,8785
2703,19357,8818
2704,19364,8761
2705,19183,8854
2706,19976,8838
2707,20357,8887
2708,20499,8873
2709,20580,8900
2710,19966,9031
2711,19785,8956
2712,19407,8940
2713,19650,9063
2714,19438,9046
2715,19339,8929
2716,20206,9089
2717,20556,9067
2718,20756,9104
2719,20901,9125
2720,20288,9165
2721,19952,9192
2722,19699,9139
2723,20060,9164
2724,19947,9282
2725,19842,9109
2726,20570,9167
2727,20944,9156
2728,21037,9327
2729,20927,9257
2730,20336,9272
2731,20142,9285
2732,20008,9301
2733,20141,9288
2734,19853,9447
2735,19505,9249
2736,19935,9392
2737,20209,9428
2738,20247,9544
2739,20074,9444
2740,19300,9555
2741,18905,9586
2742,18566,9592
2743,18783,9670
2744,18390,9662
2745,18039,9775
2746,18070,9759
2747,18155,9742
2748,18140,9846
2749,18043,9828
2750,17251,9851
2751,16891,9878
2752,16844,9896
2753,16797,9941
2754,16635,9984
2755,16216,9891
2756,16473,9886
2757,16412,9855
2758,16619,9915
2759,16483,9870
2760,15977,9817
2761,15881,9806
2762,15755,9834
2763,15903,9706
2764,15715,9790
2765,15455,9584
2766,15649,9593
2767,15868,9634
2768,16011,9641
2769,15951,9486
2770,15336,9433
2771,15263,9415
2772,15305,9353
2773,15607,9380
2774,15369,9360
2775,15289,9304
2776,15453,9258
2777,15821,9274
2778,15890,9161
2779,15914,9090
2780,15553,9107
2781,15461,9098
2782,15389,9071
2783,15741,8939
2784,15783,8972
2785,15608,8858
2786,15685,8969
2787,15959,8880
2788,16134,8898
2789,16188,8910
2790,15782,8852
2791,15571,8720
2792,15681,8744
2793,15985,8738
2794,15843,8784
2795,15709,8623
2796,15886,8591
2797,16102,8549
2798,16250,8535
2799,16334,8514
2800,15880,8429
2801,15875,8475
2802,15868,8427
2803,16112,8442
2804,16040,8460
2805,15886,8396
2806,16052,8401
2807,16347,8348
2808,16320,8407
2809,16560,8386
2810,16075,8354
2811,16075,8334
2812,16060,8360
2813,16316,8348
2814,16141,8301
2815,15812,8282
2816,16132,8351
2817,16279,8239
2818,16216,8257
2819,16377,8168
2820,15854,8362
2821,15938,8297
2822,15965,8180
2823,16387,8287
2824,16393,8177
2825,16157,8105
2826,16428,8138
2827,16805,8023
2828,16765,8115
2829,16940,8110
2830,16677,8076
2831,16633,8050
2832,16554,8030
2833,16981,7992
2834,16841,8045
2835,16555,7956
2836,16976,8067
2837,17337,8018
2838,17369,8085
2839,17523,8073
2840,17084,8092
2841,17209,8047
2842,17025,8063
2843,17337,8180
2844,17024,8139
2845,16808,8128
2846,17208,8110
2847,17513,8199
2848,17347,8205
2849,17330,8206
2850,16945,8262
2851,17040,8275
2852,16732,8278
2853,17041,8293
2854,16654,8359
2855,16341,8306
2856,16801,8337
2857,17057,8345
2858,16809,8384
2859,16749,8400
2860,16347,8407
2861,16176,8526
2862,15947,8424
2863,16193,8450
2864,15744,8446
2865,15588,8449
2866,15745,8521
2867,16091,8464
2868,15929,8443
2869,15949,8435
2870,15647,8464
2871,15462,8524
2872,15288,8447
2873,15555,8540
2874,15313,8483
2875,15237,8488
2876,15448,8496
2877,15734,8424
2878,15618,8458
2879,15650,8470
2880,15442,8436
2881,15273,8405
2882,15188,8503
2883,15654,8385
2884,15402,8441
2885,15180,8411
2886,15513,8376
2887,15938,8403
2888,15980,8343
2889,16299,8300
2890,15851,8251
2891,15906,8307
2892,15708,8299
2893,16057,8228
2894,15815,8182
2895,15804,8087
2896,16258,8139
2897,16834,8106
2898,16987,8081
2899,17320,8223
2900,17077,8170
2901,16951,8143
2902,16825,8097
2903,17284,8138
2904,17220,8090
2905,17235,8001
2906,17575,8029
2907,18336,8025
2908,18421,8108
2909,18793,8087
2910,18510,7986
2911,18368,7989
2912,18225,8005
2913,18691,8060
2914,18453,7953
2915,18385,8068
2916,18712,7990
2917,19379,8068
2918,19579,8041
2919,19831,8094
2920,19423,8177
2921,19108,8250
2922,18821,8259
2923,19232,8286
2924,18928,8264
2925,18702,8303
2926,18866,8390
2927,19712,8428
2928,19770,8488
2929,20068,8445
2930,19595,8467
2931,19459,8506
2932,19036,8481
2933,19386,8590
2934,19127,8602
2935,18897,8645
2936,18907,8690
2937,19822,8737
2938,19888,8721
2939,20059,8853
2940,19804,8792
2941,19578,8834
2942,19119,8740
2943,19590,8822
2944,19340,8934
2945,19016,8901
2946,19196,8848
2947,19954,8957
2948,20233,9007
2949,20608,8887
2950,20069,9022
2951,19915,8986
2952,19495,8980
2953,19950,9020
2954,19518,9061
2955,19289,9005
2956,19436,8940
2957,20233,9008
2958,20464,9118
2959,20799,9144
2960,20276,9235
2961,20154,9239
2962,19748,9270
2963,20064,9233
2964,19742,9290
2965,19475,9295
2966,19635,9335
2967,20372,9345
2968,20763,9353
2969,21008,9407
2970,20657,9414
2971,20469,9449
2972,20035,9460
2973,20358,9521
2974,20129,9470
2975,19923,9610
2976,20012,9561
2977,20668,9521
2978,20886,9491
2979,21197,9612
2980,20763,9636
2981,20624,9663
2982,20183,9786
2983,20417,9796
2984,20051,9817
2985,19747,9750
2986,19709,9821
2987,20180,9799
2988,20371,9892
2989,20446,9865
2990,20038,9899
2991,20101,9901
2992,19551,9939
2993,19691,9938
2994,19280,9956
2995,18886,10039
2996,18761,10082
2997,19012,10052
2998,19067,10094
2999,18986,10119
3000,18597,10205
3001,18451,10103
3002,18098,10148
3003,18322,10170
3004,18062,10170
3005,17715,10128
3006,17724,10108
3007,18070,10094
3008,18044,10126
3009,18082,10058
3010,17764,10168
3011,17837,10062
3012,17424,10077
3013,17806,10003
3014,17551,9992
3015,17144,9990
3016,17219,10079
3017,17441,9974
3018,17588,9948
3019,17535,9917
3020,17286,9947
3021,17503,9930
3022,17287,9878
3023,17631,9819
3024,17421,9837
3025,16917,9850
3026,17139,9720
3027,17540,9694
3028,17618,9685
3029,17574,9695
3030,17375,9652
3031,17597,9638
3032,17387,9698
3033,17631,9718
3034,17316,9637
3035,16889,9673
3036,16866,9635
3037,17246,9613
3038,17414,9628
3039,17293,9588
3040,16968,9631
3041,17024,9519
3042,16893,9445
3043,17232,9522
3044,16854,9444
3045,16590,9454
3046,16605,9447
3047,16917,9419
3048,16974,9407
3049,16626,9385
3050,16487,9326
3051,16520,9367
3052,16330,9338
3053,16820,9306
3054,16556,9354
3055,16124,9285
3056,16298,9254
3057,16632,9166
3058,16678,9187
3059,16308,9222
3060,16147,9085
3061,16090,9197
3062,15999,9115
3063,16307,9031
3064,15990,9000
3065,15810,8959
3066,15963,8965
3067,16298,8991
3068,16462,8962
3069,16398,8914
3070,15932,8947
3071,15935,8970
3072,15634,8912
3073,16043,8874
3074,15789,8871
3075,15444,8900
3076,15477,8824
3077,15764,8838
3078,15935,8844
3079,15954,8823
3080,15611,8785
3081,15463,8723
3082,15436,8732
3083,15621,8820
3084,15335,8688
3085,15080,8730
3086,14975,8626
3087,15590,8629
3088,15741,8703
3089,15849,8612
3090,15532,8577
3091,15332,8570
3092,15227,8515
3093,15633,8508
3094,15452,8510
3095,14975,8485
3096,15020,8401
3097,15704,8435
3098,16079,8354
3099,16316,8426
3100,16073,8351
3101,15766,8319
3102,15639,8289
3103,16106,8223
3104,15900,8253
3105,15632,8197
3106,15585,8137
3107,16259,8182
3108,16822,8162
3109,16989,8172
3110,16817,8132
3111,16656,8106
3112,16530,8058
3113,16959,7997
3114,16671,8033
3115,16698,7990
3116,16682,7962
3117,17542,8032
3118,18238,7977
3119,18321,7966
3120,18037,7905
3121,17885,7999
3122,17613,7968
3123,18162,8035
3124,18047,7964
3125,17980,8027
3126,18048,7957
3127,19047,7894
3128,19551,7892
3129,19615,7971
3130,19151,7989
3131,18882,7934
3132,18552,7913
3133,18951,7981
3134,18838,7965
3135,18752,8032
3136,18657,7979
3137,19678,8049
3138,20253,8074
3139,20318,8162
3140,19762,8095
3141,19614,8199
3142,19146,8215
3143,19645,8163
3144,19564,8236
3145,19397,8329
3146,19284,8333
3147,20310,8370
3148,20816,8351
3149,20825,8453
3150,20276,8489
3151,19973,8499
3152,19421,8523
3153,19755,8551
3154,19658,8618
3155,19489,8561
3156,19282,8665
3157,20181,8760
3158,20481,8771
3159,20617,8890
3160,19971,8857
3161,19733,8850
3162,19350,8846
3163,19825,9025
3164,19763,8946
3165,19551,9033
3166,19218,8980
3167,19954,9032
3168,20477,9088
3169,20540,9052
3170,19879,9165
3171,19702,9158
3172,19262,9214
3173,19779,9127
3174,19633,9258
3175,19464,9303
3176,19240,9246
3177,19864,9252
3178,20232,9259
3179,20341,9319
3180,19835,9313
3181,19676,9271
3182,19376,9343
3183,19865,9304
3184,19787,9351
3185,19618,9311
3186,19427,9341
3187,19982,9285
3188,20333,9329
3189,20540,9395
3190,20181,9404
3191,20192,9483
3192,19815,9399
3193,20332,9420
3194,20298,9497
3195,20099,9456
3196,19873,9469
3197,20536,9458
3198,20919,9499
3199,20931,9580
3200,20727,9546
3201,20667,9562
3202,20353,9537
3203,20895,9531
3204,20754,9497
3205,20463,9466
3206,20345,9633
3207,20791,9619
3208,21056,9561
3209,21098,9649
3210,20658,9731
3211,20594,9702
3212,20151,9748
3213,20450,9773
3214,20126,9825
3215,19705,9779
3216,19525,9752
3217,19957,9794
3218,20172,9829
3219,20154,9829
3220,19855,9781
